# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 15 06:53:30 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021,0,307.88000000,1.47000000,-1.47000000,0,0.830000,0.040000,-0.040000,0,432.24663,38.13941,-38.13941,0,1.36000,0.12000,-0.12000,0,0.81,0.07,-0.07,0,53.6220000,0.1919000,-0.1905000,9.6700000,0.0300000,-0.0300000,9.4126600,0.0002550,-0.0002550
BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,0,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,289.22530,,,0,0.91000,,,0,0.74,0.39,-0.39,0,871.4930000,43.8490000,-43.8490000,9.1390000,0.0040000,-0.0040000,8.6556900,0.0003650,-0.0003650
BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,0,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,540.31100,222.48100,-222.48100,0,1.70000,0.70000,-0.70000,0,1.09,0.16,-0.16,0,666.5890000,21.5335000,-21.5335000,8.6900000,0.0300000,-0.0300000,8.2644900,0.0007610,-0.0007610
BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,0,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,508.50000,127.10000,-63.60000,0,1.60000,0.40000,-0.20000,0,1.52,0.22,-0.22,0,442.0420000,7.6540000,-7.6540000,9.3810000,0.0050000,-0.0050000,9.0285100,0.0002350,-0.0002350
BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021,0,265.59000000,1.04000000,-1.04000000,0,0.780000,0.050000,-0.050000,0,228.83645,25.42627,-25.42627,0,0.72000,0.08000,-0.08000,0,0.91,0.10,-0.10,0,52.5697000,0.0974000,-0.0971000,9.3800000,0.0300000,-0.0300000,9.1530500,0.0001630,-0.0001630
BD+60 1417 b,BD+60 1417,1,1,Imaging,2021,0,,,,,1662.000000,,,0,4767.42610,1589.14204,-1589.14204,0,15.00000,5.00000,-5.00000,0,1.00,,,0,44.9543000,0.0593000,-0.0592000,9.3740000,0.0030000,-0.0030000,9.1743900,0.0005330,-0.0005330
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,0,1198.48000000,60.79000000,-60.79000000,0,2.060000,0.140000,-0.140000,0,3305.41543,413.17693,-349.61125,0,10.40000,1.30000,-1.10000,0,0.82,0.08,-0.08,0,38.0473000,0.0329000,-0.0329000,8.9600000,0.0300000,-0.0300000,8.7050000,0.0002570,-0.0002570
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,1,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,8.50000,1.30000,-1.30000,0,0.02700,0.00400,-0.00400,0,0.70,,,0,20.2695000,0.0220000,-0.0218000,9.7000000,0.0300000,-0.0300000,9.1067700,0.0006020,-0.0006020
BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,0,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,53.00000,8.00000,-8.00000,0,0.17000,0.03000,-0.03000,0,0.70,,,0,20.2695000,0.0220000,-0.0218000,9.7000000,0.0300000,-0.0300000,9.1067700,0.0006020,-0.0006020
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,0,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,12.71320,3.17830,-3.17830,0,0.04000,0.01000,-0.01000,0,0.50,0.26,-0.26,0,41.3342000,0.0685000,-0.0682000,9.8600000,0.0300000,-0.0300000,9.5033100,0.0004180,-0.0004180
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009,0,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,104.00000,10.00000,-10.00000,0,0.33000,0.03000,-0.03000,0,0.74,0.07,-0.07,0,41.3342000,0.0685000,-0.0682000,9.8600000,0.0300000,-0.0300000,9.5033100,0.0004180,-0.0004180
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000,0,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,187.51970,22.24810,-22.24810,0,0.59000,0.07000,-0.07000,0,1.47,0.24,-0.24,0,84.4069000,0.3537000,-0.3508000,10.0130000,0.0070000,-0.0070000,9.8398100,0.0006070,-0.0006070
BD-11 4672 b,BD-11 4672,1,2,Radial Velocity,2014,0,1634.00000000,13.00000000,-14.00000000,0,2.360000,0.040000,-0.040000,0,206.58950,15.89150,-19.06980,0,0.65000,0.05000,-0.06000,0,0.65,0.03,-0.03,0,27.1665000,0.0346000,-0.0346000,10.0300000,0.0300000,-0.0300000,9.4851100,0.0005180,-0.0005180
BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,0,74.20000000,0.06000000,-0.08000000,0,0.300000,0.010000,-0.010000,0,15.37000,2.97000,-2.81000,0,0.04836,0.00934,-0.00884,0,0.65,0.03,-0.03,0,27.1665000,0.0346000,-0.0346000,10.0300000,0.0300000,-0.0300000,9.4851100,0.0005180,-0.0005180
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,0,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,3108.37740,1449.30480,-1449.30480,0,9.78000,4.56000,-4.56000,0,2.12,1.47,-1.47,0,925.2140000,41.2110000,-41.2110000,10.0380000,0.0090000,-0.0090000,9.6997100,0.0003370,-0.0003370
BD-14 3065 b,BD-14 3065 A,3,1,Transit,2024,0,4.28897310,0.00000520,-0.00000520,0,0.065600,0.002600,-0.002600,0,3932.00000,290.00000,-280.00000,0,12.37000,0.92000,-0.87000,0,1.41,0.05,-0.05,0,589.4230000,16.5990000,-15.7290000,11.1000000,0.0130000,-0.0130000,10.9100000,0.0016170,-0.0016170
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,0,655.57000000,0.58000000,-0.58000000,0,1.340000,0.020000,-0.020000,0,1639.99458,63.56568,-63.56568,0,5.16000,0.20000,-0.20000,0,0.74,0.04,-0.04,0,34.4603000,0.0929000,-0.0924000,9.6200000,0.0300000,-0.0300000,9.2011200,0.0005140,-0.0005140
BD-210397 b,BD-210397,1,2,Radial Velocity,2023,0,1891.00000000,56.00000000,-48.00000000,0,2.630000,0.060000,-0.050000,0,214.00000,31.00000,-32.00000,0,0.70000,0.10000,-0.10000,0,0.68,0.02,-0.02,0,23.7324000,0.0228000,-0.0227000,9.8400000,0.0300000,-0.0300000,9.2596200,0.0008260,-0.0008260
BD-210397 c,BD-210397,1,2,Radial Velocity,2023,0,6240.00000000,151.00000000,-156.00000000,0,5.900000,0.100000,-0.100000,0,1525.57635,190.69704,-190.69704,0,4.80000,0.60000,-0.60000,0,0.69,0.01,-0.01,0,23.7324000,0.0228000,-0.0227000,9.8400000,0.0300000,-0.0300000,9.2596200,0.0008260,-0.0008260
Barnard b,Barnard's star,1,1,Radial Velocity,2024,0,3.15330000,0.00060000,-0.00060000,0,0.022940,0.000330,-0.000330,0,0.37000,0.05000,-0.05000,0,0.00116,0.00016,-0.00016,0,0.16,0.01,-0.01,0,1.8265500,0.0009750,-0.0009750,9.5400000,0.1000000,-0.1000000,8.1951100,0.0019980,-0.0019980
CD Cet b,CD Cet,1,1,Radial Velocity,2020,0,2.29070000,0.00012000,-0.00012000,0,0.018500,0.001300,-0.001300,0,3.95000,0.42000,-0.43000,0,0.01243,0.00132,-0.00135,0,0.16,0.01,-0.01,0,8.6071500,0.0065800,-0.0065800,13.9500000,0.2000000,-0.2000000,12.1232000,0.0010500,-0.0010500
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,0,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,3337.10000,1430.20000,-1430.20000,0,10.50000,4.50000,-4.50000,0,0.02,0.01,-0.01,0,23.1000000,2.4000000,-2.4000000,,,,,,
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,0,8040000.00000000,470000.00000000,-470000.00000000,0,200.000000,6.000000,-6.000000,0,2479.06157,222.47988,-254.26273,0,7.80000,0.70000,-0.80000,0,0.01,0.00,0.00,0,,,,,,,,,
CHXR 73 b,CHXR 73,1,1,Imaging,2006,0,,,,,210.000000,,,0,3994.48600,2662.99100,-1664.36900,0,12.56900,8.37900,-5.23700,0,0.35,,,0,190.3740000,6.6470000,-6.2200000,,,,17.2934000,0.0013960,-0.0013960
CI Tau c,CI Tau,1,1,Radial Velocity,2024,0,25.20000000,1.70000000,-1.80000000,0,0.170000,0.080000,-0.080000,0,1144.18227,95.34852,-95.34852,0,3.60000,0.30000,-0.30000,0,0.90,0.02,-0.02,0,157.9980000,1.1980000,-1.1800000,13.6420000,0.1720000,-0.1720000,12.1454000,0.0118660,-0.0118660
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,0,402000000.00000000,470000000.00000000,-100000000.00000000,0,7506.000000,5205.000000,-2060.000000,0,2002.31896,476.74261,-603.87397,0,6.30000,1.50000,-1.90000,0,0.37,0.02,-0.02,0,10.8864000,0.0041000,-0.0042000,11.2980000,0.0270000,-0.0270000,10.1460000,0.0015670,-0.0015670
CT Cha b,CT Cha,1,1,Imaging,2007,0,,,,,440.000000,,,0,5403.00000,1907.00000,-1907.00000,0,17.00000,6.00000,-6.00000,0,,,,,190.7200000,0.7780000,-0.7710000,12.3350000,0.0690000,-0.0690000,11.7733000,0.0047010,-0.0047010
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,0,1.50895570,0.00000640,-0.00000640,0,0.027520,0.000220,-0.000230,0,327.35000,38.14000,-38.14000,0,1.03000,0.12000,-0.12000,0,0.95,0.15,-0.15,0,787.9090000,23.4910000,-23.4910000,13.6230000,0.1140000,-0.1140000,13.4570000,0.0004770,-0.0004770
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,0,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,874.00000,50.85000,-50.85000,0,2.75000,0.16000,-0.16000,0,0.89,0.05,-0.05,0,338.3860000,3.9865000,-3.9865000,15.2930000,0.1370000,-0.1370000,14.6645000,0.0003290,-0.0003290
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,0,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,740.51000,108.06000,-108.06000,0,2.33000,0.34000,-0.34000,0,1.27,0.05,-0.05,0,655.0370000,24.9470000,-23.2090000,12.8970000,0.1140000,-0.1140000,12.8410000,0.0003360,-0.0003360
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,0,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0,1.08,0.08,-0.07,0,1126.3700000,55.7450000,-55.7450000,15.5880000,0.1830000,-0.1830000,15.3453000,0.0007700,-0.0007700
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,0,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0,1.09,0.02,-0.02,0,1148.9300000,62.1200000,-56.1500000,15.0050000,0.2970000,-0.2970000,14.9147000,0.0005000,-0.0005000
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,0,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0,1.13,0.09,-0.09,0,1744.6000000,173.0300000,-144.9000000,15.9320000,0.2060000,-0.2060000,15.8116000,0.0007690,-0.0007690
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,0,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0,1.10,0.08,-0.08,0,732.4090000,35.3440000,-32.2820000,16.0520000,0.2170000,-0.2170000,15.6507000,0.0009980,-0.0009980
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,0,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0,1.04,0.10,-0.10,0,1176.1200000,57.1700000,-52.1900000,16.2900000,0.3200000,-0.3200000,15.4368000,0.0005240,-0.0005240
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,0,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,0.95,0.15,-0.15,0,764.8890000,27.6140000,-25.7840000,14.8680000,0.1720000,-0.1720000,14.8009000,0.0012110,-0.0012110
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,0,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0,1.21,0.05,-0.05,0,790.6630000,26.7370000,-25.0710000,14.1350000,0.1490000,-0.1490000,13.7831000,0.0005580,-0.0005580
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,0,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0,0.96,0.08,-0.08,0,213.2830000,2.4850000,-2.4300000,12.5160000,0.0920000,-0.0920000,12.2489000,0.0009110,-0.0009110
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,0,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,1366.66900,63.56600,-63.56600,0,4.30000,0.20000,-0.20000,0,1.14,0.08,-0.08,0,844.0610000,24.1710000,-22.8830000,14.6300000,0.0920000,-0.0920000,14.4686000,0.0004120,-0.0004120
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,0,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,5403.11000,317.83000,-317.83000,0,17.00000,1.00000,-1.00000,0,1.14,0.08,-0.08,0,844.0610000,24.1710000,-22.8830000,14.6300000,0.0920000,-0.0920000,14.4686000,0.0004120,-0.0004120
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,0,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,1.29,0.09,-0.09,0,1398.8341969,286.4501849,-286.4501849,16.0580000,0.4350000,-0.4350000,15.8558000,0.0019680,-0.0019680
CoRoT-22 b,CoRoT-22,1,1,Transit,2014,0,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,1.10,0.05,-0.05,0,627.1580000,11.1870000,-10.8080000,13.8200000,0.1140000,-0.1140000,13.7305000,0.0003040,-0.0003040
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,0,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,1.14,0.08,-0.08,0,1060.9700000,45.4700000,-41.9400000,15.6750000,0.2060000,-0.2060000,15.0681000,0.0004090,-0.0004090
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,0,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,5.70000,,,1,0.01800,,,1,0.91,0.09,-0.09,0,591.5550000,16.0430000,-15.2320000,15.3830000,0.1140000,-0.1140000,15.1801000,0.0006310,-0.0006310
CoRoT-24 c,CoRoT-24,1,2,Transit,2014,0,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,0.91,0.09,-0.09,0,591.5550000,16.0430000,-15.2320000,15.3830000,0.1140000,-0.1140000,15.1801000,0.0006310,-0.0006310
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,0,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,1.09,0.11,-0.05,0,1103.4800000,44.2800000,-41.0500000,14.7900000,0.1720000,-0.1720000,14.7110000,0.0003390,-0.0003390
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,0,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,1.09,0.06,-0.06,0,1045.1800000,,,15.8610000,0.1950000,-0.1950000,15.4682000,0.0016830,-0.0016830
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,0,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,1.05,0.11,-0.11,0,1010.2800000,69.2600000,-61.0360000,15.7740000,0.1030000,-0.1030000,15.3902000,0.0006150,-0.0006150
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,0,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,1.01,0.14,-0.14,0,766.1830000,14.6850000,-14.1520000,13.7830000,0.0690000,-0.0690000,13.4119000,0.0003930,-0.0003930
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,0,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,0.97,0.14,-0.14,0,806.5070000,44.0270000,-39.7600000,15.4080000,0.1260000,-0.1260000,15.2394000,0.0005320,-0.0005320
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,0,4.25680000,0.00000500,-0.00000500,0,0.057830,0.000850,-0.000850,0,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0,1.37,0.09,-0.09,0,768.7710000,30.7910000,-28.5450000,13.4480000,0.0690000,-0.0690000,13.2188000,0.0002980,-0.0002980
CoRoT-30 b,CoRoT-30,1,1,Transit,2020,0,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,0.98,0.03,-0.05,0,1032.2300000,48.5700000,-44.4670000,15.5710000,0.1260000,-0.1260000,15.4130000,0.0006660,-0.0006660
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,0,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,1.25,0.22,-0.21,0,2005.7600000,169.7900000,-145.7100000,15.4790000,0.3090000,-0.3090000,15.4655000,0.0008090,-0.0008090
CoRoT-35 b,CoRoT-35,1,1,Transit,2022,0,3.22748000,0.00008000,-0.00008000,0,0.042900,0.000920,-0.000920,0,349.61125,117.59651,-117.59651,0,1.10000,0.37000,-0.37000,0,1.01,0.07,-0.06,0,1123.2100000,55.9000000,-50.9200000,15.6350000,0.2290000,-0.2290000,15.2625000,0.0005140,-0.0005140
CoRoT-36 b,CoRoT-36,1,1,Transit,2022,0,5.61653100,0.00002300,-0.00002300,0,0.066000,0.007000,-0.007000,0,216.12332,149.37935,-136.66622,1,0.68000,0.47000,-0.43000,1,1.32,0.09,-0.09,0,925.9580000,27.7960000,-26.2470000,13.1260000,0.0690000,-0.0690000,12.9515000,0.0006500,-0.0006500
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,0,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,1.16,0.03,-0.02,0,726.4120000,15.1810000,-14.5820000,13.6520000,0.0920000,-0.0920000,13.5613000,0.0003540,-0.0003540
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,0,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,1.00,0.02,-0.02,0,882.4720000,25.6200000,-25.6200000,14.0430000,0.1490000,-0.1490000,13.9021000,0.0004180,-0.0004180
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,0,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,940.74000,108.06000,-108.06000,0,2.96000,0.34000,-0.34000,0,1.05,0.05,-0.05,0,645.2940000,12.4530000,-11.9970000,13.9610000,0.0690000,-0.0690000,13.7459000,0.0004960,-0.0004960
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,0,0.85359163,0.00000001,-0.00000001,0,0.017016,0.000170,-0.000036,0,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0,0.82,0.17,-0.17,0,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,11.5239000,0.0004620,-0.0004620
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,0,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,8.40000,0.90000,-0.90000,0,0.02643,0.00283,-0.00283,0,0.90,0.12,-0.10,0,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,11.5239000,0.0004620,-0.0004620
CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022,0,8.96600000,1.54600000,-1.54600000,0,,,,,17.14200,2.55200,-2.55200,0,0.05393,0.00803,-0.00803,0,0.92,0.02,-0.02,0,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,11.5239000,0.0004620,-0.0004620
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,0,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,69.92000,9.53000,-9.53000,0,0.22000,0.03000,-0.03000,0,0.88,0.04,-0.04,0,322.0370000,2.7140000,-2.7140000,14.7920000,0.0340000,-0.0340000,14.2195000,0.0002620,-0.0002620
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,0,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,266.97720,15.89150,-15.89150,0,0.84000,0.05000,-0.05000,0,0.96,0.04,-0.04,0,412.9800000,4.7250000,-4.6220000,13.6370000,0.1370000,-0.1370000,13.5008000,0.0003200,-0.0003200
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,0,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,47.67450,31.78300,-31.78300,0,0.15000,0.10000,-0.10000,0,1.08,0.08,-0.07,0,576.6830000,10.4360000,-10.4360000,13.6260000,0.1490000,-0.1490000,13.5867000,0.0007540,-0.0007540
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,0,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,3823.27330,955.81833,-955.81833,0,12.02930,3.00733,-3.00733,0,0.51,,,0,30.5225000,0.0284000,-0.0285000,12.9560000,0.0230000,-0.0230000,11.9752000,0.0010810,-0.0010810
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,0,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,9057.77000,603.85000,-603.85000,0,28.50000,1.90000,-1.90000,0,0.07,0.01,-0.01,0,20.7700000,0.0800000,-0.0800000,,,,18.5577000,0.0029090,-0.0029090
DH Tau b,DH Tau,1,1,Imaging,2004,0,,,,,330.000000,,,0,3496.00000,3178.00000,-953.00000,0,11.00000,10.00000,-3.00000,0,0.33,,,0,134.8460000,1.2820000,-1.2580000,13.9800000,1.1330000,-1.1330000,12.4961000,0.0089970,-0.0089970
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,0,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,24.27000,1.16000,-1.59000,0,0.07636,0.00365,-0.00500,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,7.8503200,0.0002900,-0.0002900
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,0,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,9.60000,0.53000,-1.58000,0,0.03020,0.00167,-0.00497,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,7.8503200,0.0002900,-0.0002900
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,0,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,3.35000,0.38000,-0.34000,0,0.01054,0.00120,-0.00107,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,7.8503200,0.0002900,-0.0002900
